accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	authors	institution	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	num_date
ON676708	ON676708.1	MPXV_USA_2021_MD	2021-11-XX	North America	USA	Maryland		Homo sapiens	2022-06-03		Gigante et al.	Gigante,C.M.,Myers,R.,Seabolt,M.H.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Blythe,D.,Li,Y.	Division of High-Consequence Pathogens & Pathology, Centers for Disease Control & Prevention (US CDC), USA	IIb	hMPXV-1	A.1.1	0.999964504662566	7	597	0	good	good	good	good	good		False	[2021.8342465753424:2021.9136986301369]
ON803420	ON803420.1	MpxV/human/CAN/UN-NML-2846/2022	2022-05-19	North America	Canada			Homo sapiens	2022-06-21		Knox et al.	Knox,N.,Duggan,A.,Yadav,C.,Hole,D.,Haidl,E.,Chapel,M.,Jolly,G.,Domselaar,G.V.,Antonation,K.,Leung,A.,Fernando,L.,Audet,J.,Hagan,M.,Graham,M.,Griffiths,E.,Safronetz,D.,Charest,H.,Levade,I.,Fafard,J.	National Microbiology Laboratory, Public Health Agency of Canada	IIb	hMPXV-1	B.1	0.9993205178262656	134	610	0	good	good	good	good	good		False	2022.3794520547945
ON803423	ON803423.1	MpxV/human/CAN/UN-NML-2851/2022	2022-05-19	North America	Canada			Homo sapiens	2022-06-21		Knox et al.	Knox,N.,Duggan,A.,Yadav,C.,Hole,D.,Haidl,E.,Chapel,M.,Jolly,G.,Domselaar,G.V.,Antonation,K.,Leung,A.,Fernando,L.,Audet,J.,Hagan,M.,Graham,M.,Griffiths,E.,Safronetz,D.,Charest,H.,Levade,I.,Fafard,J.	National Microbiology Laboratory, Public Health Agency of Canada	IIb	hMPXV-1	B.1	0.9970843115679304	575	606	0	good	good	good	good	good		False	2022.3794520547945
ON803429	ON803429.1	MpxV/human/CAN/UN-NML-2873/2022	2022-05-19	North America	Canada			Homo sapiens	2022-06-21		Knox et al.	Knox,N.,Duggan,A.,Yadav,C.,Hole,D.,Haidl,E.,Chapel,M.,Jolly,G.,Domselaar,G.V.,Antonation,K.,Leung,A.,Fernando,L.,Audet,J.,Hagan,M.,Graham,M.,Griffiths,E.,Safronetz,D.,Charest,H.,Levade,I.,Fafard,J.	National Microbiology Laboratory, Public Health Agency of Canada	IIb	hMPXV-1	B.1	0.9997211080630194	55	605	0	good	good	good	good	good		False	2022.3794520547945
ON803432	ON803432.1	MpxV/human/CAN/UN-NML-2884/2022	2022-05-20	North America	Canada			Homo sapiens	2022-06-21		Knox et al.	Knox,N.,Duggan,A.,Yadav,C.,Hole,D.,Haidl,E.,Chapel,M.,Jolly,G.,Domselaar,G.V.,Antonation,K.,Leung,A.,Fernando,L.,Audet,J.,Hagan,M.,Graham,M.,Griffiths,E.,Safronetz,D.,Charest,H.,Levade,I.,Fafard,J.	National Microbiology Laboratory, Public Health Agency of Canada	IIb	hMPXV-1	B.1	0.9997160373005288	56	606	0	good	good	good	good	good		False	2022.3821917808218
ON803442	ON803442.1	MpxV/human/CAN/UN-NML-2967/2022	2022-05-16	North America	Canada			Homo sapiens	2022-06-21		Knox et al.	Knox,N.,Duggan,A.,Yadav,C.,Hole,D.,Haidl,E.,Chapel,M.,Jolly,G.,Domselaar,G.V.,Antonation,K.,Leung,A.,Fernando,L.,Audet,J.,Hagan,M.,Graham,M.,Griffiths,E.,Safronetz,D.,Charest,H.,Levade,I.,Fafard,J.	National Microbiology Laboratory, Public Health Agency of Canada	IIb	hMPXV-1	B.1	0.9998478771252832	30	605	0	good	good	good	good	good		False	2022.3712328767124
ON803443	ON803443.1	MpxV/human/CAN/UN-NML-2975/2022	2022-05-16	North America	Canada			Homo sapiens	2022-06-21		Knox et al.	Knox,N.,Duggan,A.,Yadav,C.,Hole,D.,Haidl,E.,Chapel,M.,Jolly,G.,Domselaar,G.V.,Antonation,K.,Leung,A.,Fernando,L.,Audet,J.,Hagan,M.,Graham,M.,Griffiths,E.,Safronetz,D.,Charest,H.,Levade,I.,Fafard,J.	National Microbiology Laboratory, Public Health Agency of Canada	IIb	hMPXV-1	B.1	0.9903706220304348	1899	601	0	good	good	good	good	good		False	2022.3712328767124
ON853667	ON853667.1	MPXV/Germany/2022/RKI085	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-27		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Uddin,S.,Pape,K.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1.5	0.9986106110775878	274	608	0	good	good	good	good	good		False	[2022.4150684931508:2022.4945205479453]
ON853676	ON853676.1	MPXV/Germany/2022/RKI098	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-27		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Uddin,S.,Pape,K.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1	0.9924496346515626	1489	602	0	good	good	good	good	good		False	[2022.4150684931508:2022.4945205479453]
ON880507	ON880507.1	MpxV/human/CAN/UN-NML-3071/2022	2022-05-27	North America	Canada			Homo sapiens	2022-06-30		Duggan et al.	Duggan,A.,Hole,D.,Knox,N.,Yadav,C.,Haidl,E.,Chapel,M.,Domselaar,G.V.,Jolly,G.,Audet,J.,Fernando,L.,Antonation,K.,Safronetz,D.,Hagan,M.,Griffiths,E.,Leung,A.,Graham,M.,Peters,G.,Go,A.,Laminman,V.,Kaplen,B.,Eshaghi,A.,Gubbay,J.B.,Hasso,M.,Marchand-Austin,A.,Olsha,R.,Patel,S.N.	National Microbiology Laboratory, Public Health Agency of Canada	IIb	hMPXV-1	B.1.4	0.972699014750848	5384	588	0	good	good	good	good	good		False	2022.4013698630138
ON959132	ON959132.1	MPXV_USA_2022_IL003	2022-06-XX	North America	USA	Illinois		Homo sapiens	2022-07-11		Gigante et al.	Gigante,C.M.,Ghinai,I.,Seabolt,M.H.,Zhao,H.,Wilkins,K.,Respress,J.,Howard,D.,Batra,D.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Kerins,J.,Li,Y.	Centers for Disease Control and Prevention, Division of High-Consequence Pathogens and Pathology	IIb	hMPXV-1	B.1	0.9999391508501132	12	606	0	good	good	good	good	good		False	[2022.4150684931508:2022.4945205479453]
ON983168	ON983168.1	MPxV/Prague_001/2022/flye_medaka	2022-04-28	Europe	Czech Republic			Homo sapiens	2022-07-14		Chmel et al.	Chmel,M.,Pajer,P.,Nagy,A.,Zlamal,M.,Jirincova,H.,Dresler,J.,Bartos,O.	Military Heatlh Institute, Military Heatlh Institute in Prague	IIb	hMPXV-1	B.1.3	0.985528043851954	0	595	0	good	good	good	good	good	OPG104:61-134	False	2022.3219178082193
OP018598	OP018598.1	MPXV/Germany/2022/RKI173	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-19		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Pape,K.,Uddin,S.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1	0.9999949292375094	1	605	0	good	good	good	good	good		False	[2022.4972602739726:2022.5794520547945]
OP205075	OP205075.1	MPXV_UK_2022_9000069	2022-06-11	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al.	Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	0.9999949292375094	0	605	1	good	good	good	good	good		False	2022.4424657534246
OP245357	OP245357.1	MPX/PT0124/2022	2022-07-14	Europe	Portugal			Homo sapiens	2022-08-17		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	B.1.7	0.9876476225730064	858	605	0	good	good	good	good	good		False	2022.5328767123287
OP257257	OP257257.1	MpxV/human/USA/WA-UW-080706/2022	2022-08-XX	North America	USA	Washington		Homo sapiens	2022-08-19	SRR21236088	Sereewit et al.	Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1.1	1.0	0	608	0	good	good	good	good	good		False	[2022.5821917808219:2022.664383561644]
OP324527	OP324527.1	Monkeypox/PT0217/2022	2022-06-23	Europe	Portugal			Homo sapiens	2022-08-29		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	B.1	0.9878504530726284	842	604	0	good	good	good	good	good		False	2022.4753424657533
OP355577	OP355577.1	MPXV/Germany/2022/ON/RKI321	2022-08-XX	Europe	Germany			Homo sapiens	2022-09-02		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Pape,K.,Uddin,S.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1.8	0.9654275413393912	307	579	0	good	good	good	good	good		False	[2022.5821917808219:2022.664383561644]
OP390210	OP390210.1	hMpxV/UK/LMO-022b/2022	2022-06-24	Europe	United Kingdom	Scotland		Homo sapiens	2022-09-08		McHugh et al.	McHugh,M.P.,Maloney,D.,Parker,A.,Mathers,K.,Dewar,R.,Kenicer,J.,Cotton,S.,Wild,J.,Templeton,K.E.	Royal Infirmary of Edinburgh, Viral Genotyping Reference Laboratory	IIb	hMPXV-1	B.1.4	0.9764361667063876	3109	588	0	good	good	good	good	good		False	2022.478082191781
OP392543	OP392543.1	MpxV/human/USA/WA-UW-083584/2022	2022-08-XX	North America	USA	Washington		Homo sapiens	2022-09-08	SRR21524963	Sereewit et al.	Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1.11	0.9998833724627172	23	610	0	good	good	good	good	good		False	[2022.5821917808219:2022.664383561644]
OP414296	OP414296.2	Monkeypox/PT0255/2022	2022-06-18	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	B.1.9	0.9467164277492408	9750	581	0	mediocre	good	good	good	good	OPG023:526-661	False	2022.4616438356165
OP414347	OP414347.2	Monkeypox/PT0314/2022	2022-06-05	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	B.1	0.9602452220740432	7144	584	0	mediocre	good	good	good	good	OPG023:526-661	False	2022.4260273972602
OP414366	OP414366.1	Monkeypox/PT0337/2022	2022-05-26	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	B.1	0.9828760350693934	2565	592	0	good	good	good	good	good		False	2022.3986301369864
OP414380	OP414380.1	Monkeypox/PT0351/2022	2022-05-24	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	B.1	0.969083561095082	5359	594	0	good	good	good	good	good		False	2022.3931506849315
OP415194	OP415194.1	MPX_96X1Vd_9000216	2022-03-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al.	Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	0.9994117915510956	116	604	0	good	good	good	good	good		False	[2022.16301369863:2022.2452054794521]
OP415195	OP415195.1	MPX_96X1Vd_9000217	2022-03-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al.	Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	0.9999594339000756	8	605	0	good	good	good	good	good		False	[2022.16301369863:2022.2452054794521]
OP415196	OP415196.1	MPX_96X1Vd_9000218	2022-03-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al.	Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1	0.999954363137585	9	605	0	good	good	good	good	good		False	[2022.16301369863:2022.2452054794521]
OP415236	OP415236.1	MPX_ilzdZn_9000269	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al.	Groves,N.,Osman,K.L.,Lewandowski,K.S.,Carter,D.P.,Pullan,S.T.,Myers,R.,Vipond,R.,Chand,M.	UKHSA, Research and Evaluation	IIb	hMPXV-1	B.1.12	0.9321937639762892	13372	545	0	mediocre	good	good	good	good		False	[2022.5821917808219:2022.664383561644]
OP440567	OP440567.1	hMPX/Human/USA/CA-LACPHL-MA00003/2022	2022-07-17	North America	USA			Homo sapiens	2022-09-15		Hemarajata et al.	Hemarajata,P.,Green,N.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9616092571840028	6023	577	0	good	good	good	good	good		False	2022.541095890411
OP440604	OP440604.2	hMPX/Human/USA/CA-LACPHL-MA00062/2022	2022-08-08	North America	USA			Homo sapiens	2022-09-15		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.11	0.9695703542941752	3134	590	0	good	good	good	good	good		False	2022.6013698630136
OP442543	OP442543.1	hMPX/Human/USA/CA-LACPHL-MA00067/2022	2022-08-17	North America	USA			Homo sapiens	2022-09-15		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9820748545958856	1987	601	0	good	good	good	good	good		False	2022.6260273972603
OP451008	OP451008.1	MPXV_USA_2022_CT0003	2022-07-XX	North America	USA	Connecticut		Homo sapiens	2022-09-16	SRR21677077	Gigante et al.	Gigante,C.M.,Pearson,C.,Zhao,H.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Kovar,L.,Seabolt,M.H.,Weigand,M.R.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Maloney,M.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1	0.9997920987378872	41	606	0	good	good	good	good	good	OPG038:32-221	False	[2022.4972602739726:2022.5794520547945]
OP459220	OP459220.1	ANT-LDSP-ANT-MPX-23697-L	2022-08-30	South America	Colombia	Antioquia	Medellin	Homo sapiens	2022-09-19		Betancur et al.	Betancur,I.I.B.,Velarde-Hoyos,C.-A.C.V.,Gomez,R.R.G.,Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia	IIb	hMPXV-1	B.1.10	0.8661825778742349	26275	510	0	bad	good	good	good	good		False	2022.6616438356164
OP523996	OP523996.1	MPXV/Germany/2022/RKI397	2022-09-XX	Europe	Germany			Homo sapiens	2022-09-26		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Pape,K.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1.1	0.9993509424012088	128	607	0	good	good	good	good	good		False	[2022.6671232876713:2022.7465753424658]
OP524004	OP524004.1	MPXV/Germany/2022/RKI403	2022-09-XX	Europe	Germany			Homo sapiens	2022-09-26		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Pape,K.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1.1	1.0	0	609	0	good	good	good	good	good		False	[2022.6671232876713:2022.7465753424658]
OP535312	OP535312.1	MPXV_Nigeria_2018_5222	2018-02-XX	Africa	Nigeria	Rivers		Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.,Howard,D.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A	0.9979716950037776	0	550	0	good	good	good	good	good		False	[2018.0863013698631:2018.1602739726027]
OP535313	OP535313.1	MPXV_Nigeria_2018_5221	2018-01-XX	Africa	Nigeria			Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.,Howard,D.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A	0.9960549467823476	378	557	0	good	good	good	good	good		False	[2018.0013698630137:2018.0835616438355]
OP535314	OP535314.1	MPXV_Nigeria_2018_5220	2018-01-XX	Africa	Nigeria	Rivers		Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.,Howard,D.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A	0.9897874843440208	1614	549	0	good	good	good	good	good		False	[2018.0013698630137:2018.0835616438355]
OP535315	OP535315.1	MPXV_Nigeria_2018_5219	2018-02-XX	Africa	Nigeria	Imo		Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.R.,Howard,D.T.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A	0.9921453889021292	1149	551	0	good	good	good	good	good		False	[2018.0863013698631:2018.1602739726027]
OP535316	OP535316.1	MPXV_Nigeria_2018_5218	2018-02-XX	Africa	Nigeria	Imo		Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.R.,Howard,D.T.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A	0.993484070199636	885	549	0	good	good	good	good	good		False	[2018.0863013698631:2018.1602739726027]
OP535317	OP535317.1	MPXV_Nigeria_2018_5194	2018-01-XX	Africa	Nigeria	Lagos		Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.R.,Howard,D.T.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A	0.9948024684471805	625	562	0	good	good	good	good	good		False	[2018.0013698630137:2018.0835616438355]
OP535318	OP535318.1	MPXV_Nigeria_2017_5227	2017-12-XX	Africa	Nigeria	Benue State		Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.R.,Howard,D.T.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A	0.9965721645563844	676	547	0	good	good	good	good	good		False	[2017.9164383561645:2017.9986301369863]
OP535319	OP535319.1	MPXV_Nigeria_2017_5205	2017-12-XX	Africa	Nigeria	Cross River State		Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.R.,Howard,D.T.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A	0.99698796708061	194	563	0	good	good	good	good	good		False	[2017.9164383561645:2017.9986301369863]
OP535320	OP535320.1	MPXV_Nigeria_2017_3008	2017-11-XX	Africa	Nigeria	Abia		Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.R.,Howard,D.T.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A	0.9979716950037776	0	550	0	good	good	good	good	good		False	[2017.8342465753424:2017.9136986301369]
OP535321	OP535321.1	MPXV_Nigeria_2017_2979	2017-10-XX	Africa	Nigeria	Niger		Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.R.,Howard,D.T.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A	0.9611985254222676	7619	521	13	mediocre	mediocre	good	good	good	OPG170:24-222	False	[2017.7493150684932:2017.831506849315]
OP535322	OP535322.1	MPXV_Nigeria_2017_2958	2017-10-XX	Africa	Nigeria	Edo		Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.R.,Howard,D.T.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A	0.9999898584750188	2	553	0	good	good	good	good	good		False	[2017.7493150684932:2017.831506849315]
OP535323	OP535323.1	MPXV_Nigeria_2017_2948	2017-10-XX	Africa	Nigeria	Bayelsa State		Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.R.,Howard,D.T.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A.3	0.9967547120060444	0	558	0	good	good	good	good	good		False	[2017.7493150684932:2017.831506849315]
OP535324	OP535324.1	MPXV_Nigeria_2018_5302	2018-02-XX	Africa	Nigeria	Imo		Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.,Howard,D.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A	1.0	0	554	0	good	good	good	good	good		False	[2018.0863013698631:2018.1602739726027]
OP535325	OP535325.1	MPXV_Nigeria_2018_5316	2018-06-XX	Africa	Nigeria			Homo sapiens	2022-12-25		Nnaemeka et al.	Nnaemeka,N.,Akanbi,O.,Chukwu,C.,Ayansola,O.,Ahmad,A.,Yinka-Ogunleye,A.,Akinpelu,A.,Babatunde,O.,Ihekweazu,C.,Adetifa,I.,Mauldin,M.R.,Gigante,C.M.,Batra,D.,Weigand,M.,Howard,D.,Sheth,M.,Seabolt,M.H.,Li,Y.	Nigeria Centre for Disease Control, National Reference Laboratory	IIb	hMPXV-1	A	0.9999949292375094	0	552	1	good	good	good	good	good		False	[2018.4150684931508:2018.4945205479453]
